route,date,day_of_week,days_prior,competitor_price,price,bookings,capacity,is_weekend
JFK-LHR,2026-05-12,1,86,533.36,610.87,109,200,0
JFK-SFO,2026-03-08,6,21,424.44,421.71,157,200,1
LHR-JFK,2026-04-22,2,66,489.58,440.38,170,200,0
JFK-LHR,2026-04-08,2,52,547.79,436.78,200,200,0
JFK-LHR,2026-04-15,2,59,533.83,488.59,188,200,0
DXB-LHR,2026-05-15,4,89,716.9,853.14,112,200,0
LHR-DXB,2026-03-19,3,32,681.31,686.06,161,200,0
JFK-SFO,2026-03-25,2,38,297.57,253.65,200,200,0
LHR-JFK,2026-02-26,3,11,594.78,691.35,103,200,0
DXB-LHR,2026-02-22,6,7,1064.11,1038.41,149,200,1
SFO-JFK,2026-04-06,0,50,306.99,335.11,114,200,0
LHR-JFK,2026-03-07,5,20,634.56,736.89,116,200,1
LHR-JFK,2026-05-01,4,75,519.57,549.69,124,200,0
JFK-LHR,2026-03-22,6,35,591.57,621.31,133,200,1
JFK-SFO,2026-03-12,3,25,327.93,267.88,200,200,0
JFK-LHR,2026-04-21,1,65,480.56,571.66,95,200,0
JFK-LHR,2026-02-20,4,5,663.55,575.31,181,200,0
LHR-DXB,2026-04-30,3,74,722.54,676.0,160,200,0
LHR-DXB,2026-04-15,2,59,656.69,598.87,195,200,0
JFK-LHR,2026-04-22,2,66,502.04,531.0,138,200,0
LHR-JFK,2026-05-08,4,82,558.22,470.16,200,200,0
LHR-DXB,2026-03-07,5,20,916.23,896.97,155,200,1
DXB-LHR,2026-03-29,6,42,949.37,897.19,165,200,1
JFK-LHR,2026-03-27,4,40,483.38,452.29,177,200,0
SFO-JFK,2026-03-29,6,42,350.75,426.34,102,200,1
DXB-LHR,2026-05-04,0,78,749.08,575.57,200,200,0
JFK-LHR,2026-03-04,2,17,550.14,447.09,200,200,0
JFK-LHR,2026-04-08,2,52,557.35,496.1,186,200,0
SFO-JFK,2026-03-30,0,43,323.06,326.7,135,200,0
JFK-SFO,2026-05-09,5,83,404.9,420.49,136,200,1
SFO-JFK,2026-04-01,2,45,327.89,351.63,135,200,0
SFO-JFK,2026-05-07,3,81,298.62,247.67,200,200,0
LHR-DXB,2026-04-16,3,60,776.98,659.49,200,200,0
DXB-LHR,2026-04-22,2,66,785.44,756.89,147,200,0
SFO-JFK,2026-03-23,0,36,318.05,301.27,156,200,0
LHR-JFK,2026-03-25,2,38,490.09,445.49,187,200,0
JFK-SFO,2026-02-27,4,12,365.58,277.31,200,200,0
SFO-JFK,2026-02-17,1,2,528.08,485.93,180,200,0
LHR-DXB,2026-05-06,2,80,750.25,610.83,200,200,0
LHR-DXB,2026-04-21,1,65,766.79,841.41,121,200,0
LHR-DXB,2026-05-14,3,88,667.26,694.09,131,200,0
DXB-LHR,2026-05-12,1,86,718.38,601.52,200,200,0
SFO-JFK,2026-04-16,3,60,328.09,283.44,193,200,0
LHR-DXB,2026-05-13,2,87,783.22,622.17,200,200,0
LHR-JFK,2026-03-25,2,38,544.12,613.48,108,200,0
SFO-JFK,2026-04-19,6,63,389.41,396.54,154,200,1
LHR-DXB,2026-04-18,5,62,849.72,981.28,119,200,1
LHR-DXB,2026-04-11,5,55,859.57,1023.71,100,200,1
JFK-SFO,2026-04-04,5,48,404.16,313.38,200,200,1
SFO-JFK,2026-04-11,5,55,361.86,412.97,110,200,1
SFO-JFK,2026-04-28,1,72,327.81,338.98,148,200,0
LHR-DXB,2026-04-29,2,73,653.85,644.97,151,200,0
JFK-SFO,2026-03-05,3,18,317.66,276.68,187,200,0
JFK-SFO,2026-04-11,5,55,382.62,325.55,200,200,1
LHR-DXB,2026-04-02,3,46,792.03,605.84,200,200,0
LHR-JFK,2026-04-28,1,72,470.89,479.35,131,200,0
LHR-JFK,2026-02-20,4,5,606.99,737.12,111,200,0
LHR-JFK,2026-04-18,5,62,594.07,563.92,161,200,1
LHR-JFK,2026-04-02,3,46,571.18,494.09,196,200,0
SFO-JFK,2026-03-17,1,30,289.64,268.34,189,200,0
LHR-JFK,2026-04-07,1,51,498.14,589.86,98,200,0
LHR-JFK,2026-03-30,0,43,559.56,484.72,200,200,0
DXB-LHR,2026-02-28,5,13,991.05,961.07,174,200,1
JFK-LHR,2026-04-27,0,71,548.27,461.19,194,200,0
LHR-DXB,2026-03-28,5,41,792.21,865.41,136,200,1
JFK-LHR,2026-05-14,3,88,541.55,530.34,155,200,0
JFK-LHR,2026-04-16,3,60,529.29,569.05,124,200,0
JFK-LHR,2026-05-07,3,81,555.89,438.88,200,200,0
LHR-DXB,2026-03-25,2,38,670.16,793.94,96,200,0
LHR-DXB,2026-04-04,5,48,960.16,725.61,200,200,1
SFO-JFK,2026-04-22,2,66,320.06,346.91,118,200,0
JFK-SFO,2026-02-24,1,9,326.48,363.96,115,200,0
LHR-DXB,2026-04-26,6,70,860.41,743.5,190,200,1
LHR-JFK,2026-04-29,2,73,563.23,556.89,152,200,0
LHR-DXB,2026-03-27,4,40,781.97,776.56,150,200,0
SFO-JFK,2026-03-05,3,18,314.68,309.84,163,200,0
JFK-LHR,2026-05-13,2,87,472.66,525.26,126,200,0
JFK-SFO,2026-04-25,5,69,357.32,390.81,134,200,1
DXB-LHR,2026-03-08,6,21,864.6,1010.07,100,200,1
SFO-JFK,2026-04-02,3,46,328.06,347.24,123,200,0
LHR-JFK,2026-05-03,6,77,615.96,513.16,200,200,1
SFO-JFK,2026-04-18,5,62,378.24,322.48,200,200,1
JFK-LHR,2026-05-07,3,81,539.02,461.76,200,200,0
LHR-DXB,2026-03-10,1,23,686.74,723.65,148,200,0
DXB-LHR,2026-03-02,0,15,722.94,638.38,200,200,0
LHR-DXB,2026-05-13,2,87,693.95,650.66,163,200,0
DXB-LHR,2026-02-28,5,13,873.66,1131.66,83,200,1
JFK-LHR,2026-03-10,1,23,579.87,476.11,200,200,0
DXB-LHR,2026-05-03,6,77,926.05,937.36,133,200,1
JFK-LHR,2026-05-01,4,75,468.26,476.5,147,200,0
JFK-SFO,2026-04-01,2,45,295.5,290.82,149,200,0
JFK-LHR,2026-02-27,4,12,583.58,520.61,195,200,0
DXB-LHR,2026-03-10,1,23,684.42,741.01,135,200,0
JFK-LHR,2026-05-07,3,81,493.59,555.07,116,200,0
JFK-SFO,2026-02-17,1,2,527.49,554.3,146,200,0
JFK-LHR,2026-05-12,1,86,463.33,562.71,109,200,0
JFK-LHR,2026-03-26,3,39,558.87,606.66,139,200,0
LHR-DXB,2026-05-16,5,90,800.33,801.33,144,200,1
DXB-LHR,2026-02-16,0,1,1399.91,1269.11,197,200,0
LHR-JFK,2026-04-08,2,52,512.9,476.88,179,200,0
LHR-DXB,2026-02-16,0,1,1333.9,1650.6,89,200,0
JFK-SFO,2026-05-03,6,77,384.59,432.37,118,200,1
LHR-JFK,2026-03-21,5,34,692.25,587.23,197,200,1
JFK-LHR,2026-04-01,2,45,564.47,602.75,140,200,0
LHR-DXB,2026-03-31,1,44,725.8,795.43,113,200,0
LHR-JFK,2026-02-21,5,6,764.76,887.28,118,200,1
LHR-JFK,2026-04-10,4,54,534.85,509.36,177,200,0
LHR-JFK,2026-04-08,2,52,524.12,604.11,105,200,0
DXB-LHR,2026-02-28,5,13,968.45,1041.28,129,200,1
JFK-SFO,2026-03-20,4,33,297.99,350.41,115,200,0
JFK-LHR,2026-04-24,4,68,477.89,544.93,113,200,0
JFK-SFO,2026-02-18,2,3,488.79,488.8,141,200,0
JFK-LHR,2026-02-17,1,2,824.09,763.95,191,200,0
JFK-SFO,2026-04-12,6,56,372.94,330.13,177,200,1
LHR-DXB,2026-04-14,1,58,661.87,788.18,97,200,0
SFO-JFK,2026-03-13,4,26,317.89,276.18,200,200,0
SFO-JFK,2026-04-21,1,65,311.7,343.17,130,200,0
DXB-LHR,2026-04-10,4,54,779.51,785.78,132,200,0
JFK-LHR,2026-04-02,3,46,491.92,450.59,189,200,0
LHR-DXB,2026-03-07,5,20,922.09,850.55,192,200,1
LHR-DXB,2026-05-12,1,86,787.14,730.69,180,200,0
LHR-JFK,2026-05-15,4,89,474.7,575.26,96,200,0
JFK-SFO,2026-03-03,1,16,308.34,356.26,110,200,0
LHR-DXB,2026-04-14,1,58,697.23,814.32,109,200,0
JFK-LHR,2026-02-27,4,12,554.61,495.15,186,200,0
DXB-LHR,2026-03-01,6,14,968.48,808.95,200,200,1
JFK-LHR,2026-04-05,6,49,671.69,534.88,200,200,1
DXB-LHR,2026-04-10,4,54,740.66,671.93,177,200,0
LHR-DXB,2026-05-15,4,89,776.52,690.59,176,200,0
DXB-LHR,2026-04-15,2,59,743.36,756.18,142,200,0
LHR-DXB,2026-03-06,4,19,710.77,784.69,124,200,0
LHR-DXB,2026-05-14,3,88,771.47,663.95,200,200,0
JFK-LHR,2026-02-17,1,2,757.73,928.38,96,200,0
LHR-JFK,2026-05-11,0,85,560.98,481.26,200,200,0
LHR-JFK,2026-04-27,0,71,538.39,499.97,161,200,0
LHR-DXB,2026-03-12,3,25,771.9,887.68,122,200,0
DXB-LHR,2026-04-28,1,72,651.99,834.49,82,200,0
LHR-JFK,2026-02-23,0,8,668.65,533.69,200,200,0
SFO-JFK,2026-04-14,1,58,322.73,275.07,200,200,0
JFK-SFO,2026-05-14,3,88,284.18,245.92,200,200,0
LHR-DXB,2026-04-18,5,62,795.36,914.71,122,200,1
SFO-JFK,2026-03-21,5,34,358.87,436.91,104,200,1
DXB-LHR,2026-03-11,2,24,734.72,682.72,156,200,0
LHR-DXB,2026-02-22,6,7,1085.58,931.78,192,200,1
SFO-JFK,2026-02-17,1,2,535.47,501.57,172,200,0
LHR-JFK,2026-04-02,3,46,476.72,590.17,96,200,0
LHR-JFK,2026-04-09,3,53,493.36,604.47,93,200,0
DXB-LHR,2026-04-26,6,70,809.3,1023.75,102,200,1
SFO-JFK,2026-02-19,3,4,460.92,426.11,166,200,0
LHR-DXB,2026-03-22,6,35,957.36,958.68,159,200,1
JFK-SFO,2026-04-21,1,65,292.37,280.85,162,200,0
JFK-SFO,2026-03-01,6,14,431.95,473.66,131,200,1
LHR-JFK,2026-04-30,3,74,564.08,587.47,140,200,0
LHR-DXB,2026-04-01,2,45,721.14,609.54,200,200,0
SFO-JFK,2026-03-07,5,20,374.53,439.48,119,200,1
JFK-SFO,2026-03-30,0,43,299.73,253.31,200,200,0
DXB-LHR,2026-05-12,1,86,721.62,598.93,200,200,0
LHR-DXB,2026-04-04,5,48,955.41,866.83,199,200,1
JFK-LHR,2026-03-13,4,26,510.38,570.88,113,200,0
JFK-SFO,2026-04-05,6,49,375.0,315.75,200,200,1
LHR-DXB,2026-04-20,0,64,693.74,704.69,152,200,0
JFK-LHR,2026-03-27,4,40,486.18,490.68,133,200,0
DXB-LHR,2026-02-27,4,12,797.57,926.33,114,200,0
SFO-JFK,2026-03-17,1,30,334.65,372.39,118,200,0
DXB-LHR,2026-03-29,6,42,823.08,840.54,138,200,1
SFO-JFK,2026-04-09,3,53,307.65,255.47,199,200,0
DXB-LHR,2026-03-03,1,16,782.54,668.1,200,200,0
JFK-SFO,2026-03-31,1,44,312.76,273.07,193,200,0
LHR-JFK,2026-03-18,2,31,581.94,513.52,191,200,0
LHR-DXB,2026-03-07,5,20,921.82,1032.61,115,200,1
LHR-JFK,2026-05-14,3,88,474.46,523.07,123,200,0
JFK-LHR,2026-03-05,3,18,577.26,584.24,139,200,0
DXB-LHR,2026-04-13,0,57,727.64,742.31,137,200,0
DXB-LHR,2026-03-18,2,31,785.61,657.97,200,200,0
JFK-LHR,2026-04-21,1,65,564.42,535.43,164,200,0
JFK-LHR,2026-03-11,2,24,589.5,440.46,200,200,0
JFK-LHR,2026-02-16,0,1,920.28,859.09,157,200,0
LHR-JFK,2026-03-09,0,22,586.72,447.93,200,200,0
SFO-JFK,2026-03-02,0,15,342.51,382.8,125,200,0
LHR-DXB,2026-03-31,1,44,694.76,767.78,111,200,0
JFK-LHR,2026-04-19,6,63,678.31,650.81,176,200,1
LHR-JFK,2026-05-08,4,82,490.68,460.37,175,200,0
LHR-JFK,2026-04-25,5,69,618.3,695.05,124,200,1
SFO-JFK,2026-05-12,1,86,324.8,363.88,110,200,0
SFO-JFK,2026-03-06,4,19,298.79,327.72,123,200,0
JFK-SFO,2026-05-11,0,85,294.7,304.18,135,200,0
LHR-JFK,2026-04-22,2,66,549.18,482.0,199,200,0
JFK-SFO,2026-03-29,6,42,342.98,344.79,151,200,1
DXB-LHR,2026-04-14,1,58,789.6,666.31,200,200,0
LHR-DXB,2026-04-09,3,53,787.99,698.09,200,200,0
SFO-JFK,2026-02-20,4,5,377.16,413.64,133,200,0
SFO-JFK,2026-05-16,5,90,370.67,384.03,146,200,1
DXB-LHR,2026-03-11,2,24,740.02,763.96,142,200,0
LHR-JFK,2026-03-19,3,32,543.95,598.33,116,200,0
SFO-JFK,2026-04-04,5,48,383.96,438.91,125,200,1
SFO-JFK,2026-04-27,0,71,280.36,332.19,99,200,0
DXB-LHR,2026-03-17,1,30,745.81,632.12,191,200,0
DXB-LHR,2026-05-12,1,86,724.31,696.86,175,200,0
JFK-SFO,2026-04-13,0,57,315.09,368.3,117,200,0
SFO-JFK,2026-04-18,5,62,344.8,322.1,176,200,1
LHR-JFK,2026-03-12,3,25,554.6,555.23,162,200,0
DXB-LHR,2026-04-16,3,60,706.87,636.16,190,200,0
LHR-DXB,2026-04-26,6,70,902.39,739.53,200,200,1
JFK-LHR,2026-05-07,3,81,515.82,460.21,184,200,0
LHR-JFK,2026-04-25,5,69,588.53,672.24,104,200,1
JFK-LHR,2026-03-27,4,40,501.3,565.13,119,200,0
DXB-LHR,2026-02-28,5,13,1000.78,1141.67,122,200,1
JFK-SFO,2026-03-08,6,21,366.67,445.51,98,200,1
JFK-LHR,2026-05-06,2,80,557.3,532.69,160,200,0
SFO-JFK,2026-04-05,6,49,343.56,385.38,125,200,1
LHR-DXB,2026-03-27,4,40,771.3,643.48,195,200,0
JFK-SFO,2026-03-26,3,39,335.62,286.52,188,200,0
JFK-SFO,2026-04-15,2,59,307.93,313.57,138,200,0
LHR-JFK,2026-02-27,4,12,540.76,472.21,200,200,0
SFO-JFK,2026-04-02,3,46,324.09,327.28,153,200,0
SFO-JFK,2026-04-20,0,64,286.69,306.22,143,200,0
DXB-LHR,2026-02-22,6,7,1095.36,990.66,167,200,1
DXB-LHR,2026-02-19,3,4,1025.17,924.38,174,200,0
SFO-JFK,2026-04-23,3,67,313.96,281.92,196,200,0
LHR-DXB,2026-04-22,2,66,718.08,703.16,150,200,0
DXB-LHR,2026-03-14,5,27,908.15,981.22,120,200,1
SFO-JFK,2026-03-08,6,21,401.76,359.4,189,200,1
DXB-LHR,2026-05-14,3,88,764.28,577.57,200,200,0
DXB-LHR,2026-03-25,2,38,784.12,608.37,200,200,0
LHR-JFK,2026-03-26,3,39,569.4,615.66,127,200,0
SFO-JFK,2026-04-23,3,67,323.51,320.48,162,200,0
JFK-SFO,2026-03-16,0,29,349.93,362.68,149,200,0
SFO-JFK,2026-04-16,3,60,281.68,309.38,128,200,0
LHR-JFK,2026-03-01,6,14,625.35,697.33,132,200,1
JFK-LHR,2026-03-08,6,21,698.62,680.4,142,200,1
SFO-JFK,2026-03-19,3,32,338.57,297.15,200,200,0
JFK-LHR,2026-02-20,4,5,640.97,679.89,133,200,0
LHR-JFK,2026-03-15,6,28,623.13,528.25,200,200,1
LHR-DXB,2026-04-29,2,73,776.16,773.81,159,200,0
JFK-LHR,2026-04-12,6,56,596.8,554.56,177,200,1
SFO-JFK,2026-04-12,6,56,390.03,386.18,162,200,1
JFK-SFO,2026-05-10,6,84,356.33,422.22,112,200,1
LHR-JFK,2026-03-18,2,31,544.5,551.79,135,200,0
SFO-JFK,2026-04-01,2,45,336.87,345.15,156,200,0
SFO-JFK,2026-02-21,5,6,503.0,491.37,145,200,1
SFO-JFK,2026-04-01,2,45,316.33,343.24,114,200,0
LHR-DXB,2026-04-11,5,55,905.17,876.38,174,200,1
JFK-SFO,2026-03-12,3,25,323.84,356.65,132,200,0
LHR-JFK,2026-03-12,3,25,543.57,531.75,150,200,0
JFK-SFO,2026-04-05,6,49,380.82,410.45,141,200,1
LHR-DXB,2026-02-24,1,9,760.65,770.23,152,200,0
JFK-SFO,2026-05-12,1,86,327.49,287.6,183,200,0
DXB-LHR,2026-04-06,0,50,673.38,632.21,171,200,0
LHR-DXB,2026-05-13,2,87,743.35,850.06,108,200,0
JFK-LHR,2026-04-24,4,68,492.6,440.49,173,200,0
JFK-SFO,2026-03-17,1,30,304.97,267.04,200,200,0
DXB-LHR,2026-03-14,5,27,904.18,773.61,200,200,1
JFK-SFO,2026-03-09,0,22,305.22,373.48,106,200,0
LHR-JFK,2026-04-14,1,58,493.32,425.27,200,200,0
DXB-LHR,2026-04-01,2,45,730.47,659.87,198,200,0
LHR-JFK,2026-03-07,5,20,694.27,753.75,116,200,1
LHR-DXB,2026-03-02,0,15,837.12,753.13,194,200,0
JFK-LHR,2026-05-11,0,85,548.48,554.93,135,200,0
JFK-LHR,2026-04-09,3,53,490.06,415.3,200,200,0
JFK-SFO,2026-02-22,6,7,423.77,522.96,103,200,1
JFK-SFO,2026-03-02,0,15,308.69,388.12,90,200,0
LHR-DXB,2026-03-15,6,28,868.3,981.71,111,200,1
SFO-JFK,2026-05-08,4,82,286.52,289.54,145,200,0
SFO-JFK,2026-04-27,0,71,305.43,317.62,144,200,0
SFO-JFK,2026-04-15,2,59,317.59,347.54,131,200,0
DXB-LHR,2026-05-05,1,79,757.88,770.11,151,200,0
JFK-SFO,2026-03-04,2,17,340.34,373.8,128,200,0
JFK-LHR,2026-03-10,1,23,494.46,637.5,98,200,0
DXB-LHR,2026-02-22,6,7,1138.49,930.66,200,200,1
JFK-SFO,2026-02-22,6,7,468.87,439.04,174,200,1
LHR-DXB,2026-05-13,2,87,751.08,689.38,181,200,0
DXB-LHR,2026-05-01,4,75,714.98,641.23,179,200,0
JFK-SFO,2026-05-13,2,87,292.0,341.36,100,200,0
LHR-DXB,2026-05-07,3,81,716.8,854.85,96,200,0
JFK-SFO,2026-03-09,0,22,345.93,290.63,198,200,0
JFK-LHR,2026-03-14,5,27,684.66,518.95,200,200,1
JFK-LHR,2026-02-22,6,7,729.63,705.34,164,200,1
SFO-JFK,2026-04-19,6,63,378.6,351.76,163,200,1
SFO-JFK,2026-04-30,3,74,277.47,251.82,195,200,0
LHR-JFK,2026-04-16,3,60,530.21,488.33,189,200,0
SFO-JFK,2026-02-24,1,9,330.6,422.53,83,200,0
SFO-JFK,2026-04-03,4,47,320.06,331.36,150,200,0
JFK-LHR,2026-03-02,0,15,570.88,526.85,177,200,0
LHR-JFK,2026-03-17,1,30,558.73,487.3,189,200,0
JFK-LHR,2026-03-21,5,34,617.88,659.79,135,200,1
SFO-JFK,2026-04-11,5,55,406.92,411.97,145,200,1
SFO-JFK,2026-04-16,3,60,299.35,355.36,104,200,0
LHR-DXB,2026-04-22,2,66,679.27,662.58,156,200,0
DXB-LHR,2026-05-08,4,82,657.91,804.06,107,200,0
JFK-SFO,2026-02-28,5,13,425.36,392.86,183,200,1
LHR-DXB,2026-04-27,0,71,748.02,733.26,165,200,0
JFK-SFO,2026-03-01,6,14,401.78,330.62,200,200,1
JFK-SFO,2026-04-23,3,67,337.82,256.35,200,200,0
JFK-SFO,2026-02-23,0,8,340.61,396.89,114,200,0
LHR-JFK,2026-04-21,1,65,464.51,557.26,104,200,0
JFK-LHR,2026-04-08,2,52,505.24,465.02,173,200,0
LHR-DXB,2026-02-22,6,7,1091.48,899.82,200,200,1
JFK-LHR,2026-03-20,4,33,514.82,454.81,180,200,0
DXB-LHR,2026-05-09,5,83,840.21,871.03,128,200,1
SFO-JFK,2026-05-14,3,88,310.65,254.32,200,200,0
LHR-DXB,2026-03-21,5,34,943.95,734.13,200,200,1
JFK-LHR,2026-04-23,3,67,493.25,611.77,104,200,0
SFO-JFK,2026-04-13,0,57,281.48,350.56,94,200,0
DXB-LHR,2026-03-31,1,44,717.05,795.46,115,200,0
LHR-JFK,2026-05-15,4,89,482.77,544.62,124,200,0
LHR-DXB,2026-03-06,4,19,723.54,802.94,125,200,0
LHR-DXB,2026-02-17,1,2,1266.67,1294.29,141,200,0
LHR-JFK,2026-05-05,1,79,544.82,417.92,200,200,0
LHR-DXB,2026-04-12,6,56,805.34,821.85,137,200,1
JFK-LHR,2026-05-03,6,77,569.35,719.52,95,200,1
SFO-JFK,2026-05-02,5,76,366.03,299.52,200,200,1
JFK-SFO,2026-04-17,4,61,339.36,340.4,136,200,0
LHR-JFK,2026-04-11,5,55,567.93,598.32,136,200,1
LHR-DXB,2026-04-01,2,45,673.64,663.09,144,200,0
DXB-LHR,2026-05-09,5,83,814.55,988.09,103,200,1
SFO-JFK,2026-04-20,0,64,320.65,331.24,137,200,0
LHR-JFK,2026-04-15,2,59,566.7,476.45,200,200,0
JFK-LHR,2026-03-30,0,43,548.64,598.45,135,200,0
SFO-JFK,2026-05-06,2,80,302.72,363.36,111,200,0
LHR-JFK,2026-03-18,2,31,521.29,460.2,192,200,0
JFK-SFO,2026-04-30,3,74,283.74,343.39,103,200,0
DXB-LHR,2026-03-10,1,23,685.06,892.15,96,200,0
JFK-LHR,2026-03-20,4,33,568.1,571.19,139,200,0
LHR-JFK,2026-02-28,5,13,620.18,782.72,86,200,1
LHR-JFK,2026-05-08,4,82,543.55,533.61,142,200,0
SFO-JFK,2026-04-19,6,63,392.83,344.65,185,200,1
DXB-LHR,2026-05-02,5,76,841.76,765.53,188,200,1
SFO-JFK,2026-04-26,6,70,361.03,360.03,151,200,1
JFK-LHR,2026-04-11,5,55,593.05,599.2,145,200,1
LHR-JFK,2026-03-29,6,42,661.68,628.54,150,200,1
LHR-JFK,2026-02-26,3,11,549.03,600.18,133,200,0
JFK-SFO,2026-05-09,5,83,389.1,310.07,200,200,1
JFK-SFO,2026-04-14,1,58,282.66,351.59,103,200,0
JFK-LHR,2026-03-23,0,36,566.07,631.37,129,200,0
SFO-JFK,2026-02-23,0,8,386.77,399.51,129,200,0
DXB-LHR,2026-03-10,1,23,804.82,788.93,142,200,0
LHR-JFK,2026-03-17,1,30,541.55,634.51,109,200,0
SFO-JFK,2026-03-15,6,28,413.37,455.85,120,200,1
JFK-SFO,2026-03-10,1,23,354.06,311.28,200,200,0
LHR-DXB,2026-03-31,1,44,707.82,688.53,154,200,0
JFK-LHR,2026-03-10,1,23,572.73,545.95,172,200,0
JFK-LHR,2026-02-24,1,9,576.87,577.49,149,200,0
JFK-SFO,2026-03-24,1,37,343.95,267.99,200,200,0
SFO-JFK,2026-04-14,1,58,319.52,355.44,119,200,0
JFK-SFO,2026-04-06,0,50,329.18,301.34,190,200,0
JFK-SFO,2026-04-30,3,74,303.69,276.59,185,200,0
JFK-LHR,2026-04-09,3,53,531.38,414.82,200,200,0
SFO-JFK,2026-04-12,6,56,384.05,415.82,126,200,1
SFO-JFK,2026-05-04,0,78,283.05,341.93,100,200,0
DXB-LHR,2026-03-01,6,14,978.31,1139.67,120,200,1
LHR-DXB,2026-04-18,5,62,936.72,881.16,154,200,1
JFK-SFO,2026-04-04,5,48,347.51,409.34,116,200,1
LHR-DXB,2026-03-23,0,36,763.67,602.11,200,200,0
LHR-DXB,2026-03-15,6,28,987.37,1000.03,156,200,1
JFK-LHR,2026-03-07,5,20,620.9,769.63,102,200,1
JFK-LHR,2026-04-19,6,63,557.8,660.6,102,200,1
DXB-LHR,2026-05-09,5,83,833.61,955.36,121,200,1
LHR-JFK,2026-05-11,0,85,483.79,452.32,186,200,0
LHR-JFK,2026-02-28,5,13,752.34,555.49,200,200,1
LHR-JFK,2026-04-03,4,47,534.52,563.43,147,200,0
JFK-SFO,2026-03-29,6,42,366.68,339.78,191,200,1
LHR-JFK,2026-03-12,3,25,505.27,460.91,175,200,0
DXB-LHR,2026-04-09,3,53,665.62,595.38,182,200,0
SFO-JFK,2026-04-02,3,46,298.74,310.62,149,200,0
LHR-DXB,2026-05-15,4,89,729.59,652.68,194,200,0
LHR-DXB,2026-02-19,3,4,1056.65,1133.29,138,200,0
SFO-JFK,2026-02-26,3,11,352.12,320.33,164,200,0
SFO-JFK,2026-04-17,4,61,305.03,284.75,164,200,0
JFK-LHR,2026-03-23,0,36,476.75,421.64,179,200,0
JFK-LHR,2026-04-07,1,51,560.62,444.33,200,200,0
LHR-DXB,2026-04-04,5,48,936.07,1001.74,136,200,1
SFO-JFK,2026-02-18,2,3,435.75,374.03,200,200,0
JFK-LHR,2026-04-23,3,67,511.35,498.9,158,200,0
JFK-SFO,2026-03-09,0,22,322.31,316.04,164,200,0
DXB-LHR,2026-03-14,5,27,815.85,884.65,121,200,1
LHR-DXB,2026-05-07,3,81,661.29,808.1,110,200,0
LHR-JFK,2026-05-01,4,75,503.89,477.05,158,200,0
DXB-LHR,2026-04-03,4,47,740.57,798.84,131,200,0
LHR-JFK,2026-03-19,3,32,512.86,542.94,122,200,0
DXB-LHR,2026-04-28,1,72,683.75,605.54,200,200,0
JFK-LHR,2026-03-01,6,14,664.93,666.02,141,200,1
JFK-SFO,2026-03-13,4,26,350.41,339.95,158,200,0
JFK-LHR,2026-03-31,1,44,504.65,558.21,118,200,0
LHR-JFK,2026-02-20,4,5,703.58,602.14,200,200,0
SFO-JFK,2026-04-13,0,57,331.17,311.59,176,200,0
SFO-JFK,2026-03-28,5,41,352.41,305.16,200,200,1
LHR-JFK,2026-03-28,5,41,567.89,551.79,166,200,1
JFK-SFO,2026-03-10,1,23,343.06,356.94,138,200,0
SFO-JFK,2026-03-31,1,44,284.53,336.64,113,200,0
JFK-LHR,2026-04-09,3,53,471.17,498.68,132,200,0
LHR-JFK,2026-04-22,2,66,557.09,553.15,148,200,0
JFK-SFO,2026-02-24,1,9,334.76,300.5,197,200,0
SFO-JFK,2026-02-26,3,11,347.58,390.02,127,200,0
SFO-JFK,2026-03-10,1,23,337.68,369.36,116,200,0
JFK-LHR,2026-05-09,5,83,604.04,694.51,116,200,1
LHR-JFK,2026-05-10,6,84,554.59,624.28,130,200,1
SFO-JFK,2026-02-20,4,5,429.04,337.41,200,200,0
JFK-LHR,2026-02-22,6,7,717.13,820.79,105,200,1
SFO-JFK,2026-03-05,3,18,329.4,266.85,200,200,0
LHR-JFK,2026-04-07,1,51,525.93,559.44,133,200,0
SFO-JFK,2026-04-01,2,45,343.78,337.72,143,200,0
JFK-SFO,2026-04-09,3,53,290.06,360.53,93,200,0
SFO-JFK,2026-03-03,1,16,313.73,380.76,95,200,0
JFK-SFO,2026-04-28,1,72,303.21,313.68,141,200,0
DXB-LHR,2026-03-03,1,16,797.1,731.54,162,200,0
LHR-DXB,2026-05-01,4,75,767.21,746.08,164,200,0
JFK-LHR,2026-03-14,5,27,607.59,740.65,108,200,1
JFK-SFO,2026-03-20,4,33,309.47,302.74,144,200,0
JFK-LHR,2026-04-12,6,56,649.15,629.48,144,200,1
DXB-LHR,2026-03-02,0,15,743.39,938.84,92,200,0
JFK-LHR,2026-04-18,5,62,644.09,615.17,152,200,1
JFK-SFO,2026-04-08,2,52,283.83,338.33,103,200,0
JFK-SFO,2026-04-09,3,53,336.44,262.27,200,200,0
LHR-JFK,2026-04-10,4,54,569.57,448.75,200,200,0
LHR-DXB,2026-03-06,4,19,696.97,669.51,160,200,0
JFK-SFO,2026-03-27,4,40,324.65,259.82,200,200,0
JFK-SFO,2026-04-30,3,74,291.54,306.67,147,200,0
DXB-LHR,2026-05-03,6,77,879.55,1007.51,116,200,1
SFO-JFK,2026-04-21,1,65,311.35,345.29,125,200,0
JFK-LHR,2026-04-24,4,68,530.94,528.49,140,200,0
JFK-SFO,2026-05-10,6,84,376.81,390.09,126,200,1
DXB-LHR,2026-04-27,0,71,738.6,645.26,200,200,0
